"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","EappINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"277",79614264,"79614264-2012-10-11",100,10,"2012-10-11","HA1",2012,"F","Adult",0,0,0,0,1,2,6,0.25,8,2.5461252722159,0.904095458780336,4,4,0.5,8,0.8,2,8,0.2,12.5,2.5461252722159,0.777376914587698,4,6,0.4,12.5,0.666666666666667,3,9,0.25,18,3.12489809029765,1.03429820923275,4,8,0.333333333333333,18,0.615384615384615,6,14,0.3,32.5,4.42984215200255,1.638201928526,5,15,0.25,32.5,0.523809523809524,6,14,0.3,38.1818181818182,4.42984215200255,1.638201928526,5,15,0.25,38.1818181818182,0.48,6,19,0.24,52.0833333333333,4.42984215200255,1.46249742571018,6,19,0.24,52.0833333333333,0.482758620689655,6,26,0.1875,66.2857142857143,4.42984215200255,1.27848440314543,7,25,0.21875,66.2857142857143,0.459459459459459,6,28,0.176470588235294,74,4.42984215200255,1.23511375992572,7,27,0.205882352941176,74,0.422222222222222,7,30,0.189189189189189,87.6315789473684,4.49067168409063,1.21884539308182,8,29,0.216216216216216,87.6315789473684,0.428571428571429,11,38,0.224489795918367,114.333333333333,5.153040933128,1.50614618966736,13,36,0.26530612244898,114.333333333333
"279",79792581,"79792581-2012-10-11",90,70,"2012-10-11","HA1",2012,"F","Adult",0,0,0,0,1,1,13,0.0714285714285714,14,2.93267413758686,0.819709903868375,4,10,0.285714285714286,14,1,2,20,0.0909090909090909,22,3.23649742621802,0.747214401830222,4,18,0.181818181818182,22,1,4,24,0.142857142857143,28,3.86632543254198,0.982165972900647,6,22,0.214285714285714,28,0.923076923076923,4,32,0.111111111111111,39,3.86632543254198,0.832504957004409,9,27,0.25,39,0.857142857142857,4,39,0.0930232558139535,50.1666666666667,3.86632543254198,0.736012204694293,11,32,0.255813953488372,50.1666666666667,0.8,4,45,0.0816326530612245,61.25,3.86632543254198,0.670093075579361,13,36,0.26530612244898,61.25,0.793103448275862,4,57,0.0655737704918033,76.9130434782609,3.86632543254198,0.569093373423984,16,45,0.262295081967213,76.9130434782609,0.783783783783784,5,61,0.0757575757575758,84.2068965517241,3.98409602846793,0.587253619461777,18,48,0.272727272727273,84.2068965517241,0.733333333333333,7,62,0.101449275362319,94.0909090909091,4.72146929721323,0.960699648082739,18,51,0.260869565217391,94.0909090909091,0.714285714285714,11,75,0.127906976744186,120.4,5.24306925287492,1.15969305170943,24,62,0.27906976744186,120.4
"282",66885846,"66885846-2012-10-11",60,20,"2012-10-11","HA1",2012,"M","Adult",0,0,0,0,1,4,4,0.5,8,3.17280126834196,1.35048157706407,2,6,0.25,8,1,5,5,0.5,10,4.11699067575207,1.95124260628359,2,8,0.2,10,1,7,11,0.388888888888889,18,4.83556897474765,2.07184472096317,5,13,0.277777777777778,18,1,10,17,0.37037037037037,27,5.16514116792846,2.00777729767018,9,18,0.333333333333333,27,1,10,21,0.32258064516129,31,5.16514116792846,1.88932599692755,9,22,0.290322580645161,31,1,10,25,0.285714285714286,35,5.16514116792846,1.78728361031549,9,26,0.257142857142857,35,0.96551724137931,12,33,0.266666666666667,46.6071428571429,5.45386133766327,1.81973003217048,11,34,0.244444444444444,46.6071428571429,0.918918918918919,12,43,0.218181818181818,59.8529411764706,5.45386133766327,1.65444138789464,11,44,0.2,59.8529411764706,0.888888888888889,12,46,0.206896551724138,65.25,5.45386133766327,1.61170658263909,12,46,0.206896551724138,65.25,0.877551020408163,19,86,0.180952380952381,119.651162790698,5.65909223885368,1.31446097564148,28,77,0.266666666666667,119.651162790698
"286",66808052,"66808052-2012-10-09",0,0,"2012-10-09","HA1",2012,"M","Adult",0,0,0,0,1,0,4,0,4,0,0,0,4,0,4,0.6,0,5,0,8.33333333333333,0,0,0,5,0,8.33333333333333,0.444444444444444,0,9,0,20.25,0,0,1,8,0.111111111111111,20.25,0.461538461538462,1,11,0.0833333333333333,26,2.31163492851396,0.563935449079939,1,11,0.0833333333333333,26,0.380952380952381,1,12,0.0769230769230769,34.125,2.31163492851396,0.530216813080641,1,12,0.0769230769230769,34.125,0.36,1,16,0.0588235294117647,47.2222222222222,2.31163492851396,0.428373598905034,1,16,0.0588235294117647,47.2222222222222,0.379310344827586,1,17,0.0555555555555556,47.4545454545455,2.31163492851396,0.408826455810869,1,17,0.0555555555555556,47.4545454545455,0.351351351351351,1,20,0.0476190476190476,59.7692307692308,2.31163492851396,0.359700664855269,1,20,0.0476190476190476,59.7692307692308,0.333333333333333,1,21,0.0454545454545455,66,2.31163492851396,0.345873010905919,1,21,0.0454545454545455,66,0.346938775510204,3,33,0.0833333333333333,103.764705882353,3.92148855494283,0.864711133061246,5,31,0.138888888888889,103.764705882353
"287",66821017,"66821017-2012-10-09",0,30,"2012-10-09","HA1",2012,"F","NotAdult",0,0,0,0,1,0,7,0,7,0,0,1,6,0.142857142857143,7,0.8,1,9,0.1,12.5,2.31163492851396,0.646627164925052,1,9,0.1,12.5,0.666666666666667,2,13,0.133333333333333,22.5,3.23771816674866,0.967630645221645,1,14,0.0666666666666667,22.5,0.692307692307692,2,17,0.105263157894737,27.4444444444444,3.23771816674866,0.82775914484299,2,17,0.105263157894737,27.4444444444444,0.619047619047619,2,21,0.0869565217391304,37.1538461538462,3.23771816674866,0.72472008811259,2,21,0.0869565217391304,37.1538461538462,0.6,2,25,0.0740740740740741,45,3.23771816674866,0.64526957579447,3,24,0.111111111111111,45,0.620689655172414,2,32,0.0588235294117647,54.7777777777778,3.23771816674866,0.542247757040442,3,31,0.0882352941176471,54.7777777777778,0.594594594594595,2,34,0.0555555555555556,60.5454545454545,3.23771816674866,0.518719790603027,3,33,0.0833333333333333,60.5454545454545,0.577777777777778,3,37,0.075,69.2307692307692,3.92148855494283,0.805085664220046,4,36,0.1,69.2307692307692,0.571428571428571,5,53,0.0862068965517241,101.5,4.602569109699,0.994146840758713,7,51,0.120689655172414,101.5
"288",79783071,"79783071-2012-10-09",0,40,"2012-10-09","HA1",2012,"F","NotAdult",0,0,0,0,1,1,3,0.25,4,2.79634280824789,1.57818536893,0,4,0,4,0.8,1,4,0.2,6.25,2.79634280824789,1.40534255609059,0,5,0,6.25,0.666666666666667,1,11,0.0833333333333333,18,2.79634280824789,0.825074723602494,2,10,0.166666666666667,18,0.692307692307692,2,18,0.1,28.8888888888889,3.23771816674866,0.79920675252027,2,18,0.1,28.8888888888889,0.619047619047619,2,20,0.0909090909090909,35.5384615384615,3.23771816674866,0.747883365296317,2,20,0.0909090909090909,35.5384615384615,0.6,2,29,0.0645161290322581,51.6666666666667,3.23771816674866,0.58195471855695,3,28,0.0967741935483871,51.6666666666667,0.620689655172414,2,36,0.0526315789473684,61.2222222222222,3.23771816674866,0.497188711925771,4,34,0.105263157894737,61.2222222222222,0.594594594594595,2,40,0.0476190476190476,70.6363636363636,3.23771816674866,0.459164208630679,5,37,0.119047619047619,70.6363636363636,0.577777777777778,3,44,0.0638297872340425,81.3461538461539,3.61738963815443,0.571583167205556,5,42,0.106382978723404,81.3461538461539,0.591836734693878,4,58,0.0645161290322581,104.758620689655,4.131001580986,0.687001157862717,9,53,0.145161290322581,104.758620689655
"289",66872112,"66872112-2012-10-09",0,70,"2012-10-09","HA1",2012,"M","Adult",0,0,0,0,1,1,9,0.1,10,2.54668400948424,0.777704568588006,1,9,0.1,10,0.8,1,13,0.0714285714285714,17.5,2.54668400948424,0.60994823670497,2,12,0.142857142857143,17.5,0.666666666666667,2,16,0.111111111111111,27,3.33752324299727,0.919603489007065,3,15,0.166666666666667,27,0.692307692307692,3,19,0.136363636363636,31.7777777777778,3.37277809477236,0.824163925297735,3,19,0.136363636363636,31.7777777777778,0.619047619047619,3,23,0.115384615384615,42,3.37277809477236,0.733835423558682,3,23,0.115384615384615,42,0.6,3,28,0.0967741935483871,51.6666666666667,3.37277809477236,0.646248667878217,4,27,0.129032258064516,51.6666666666667,0.620689655172414,3,31,0.0882352941176471,54.7777777777778,3.37277809477236,0.603341887273098,6,28,0.176470588235294,54.7777777777778,0.594594594594595,3,37,0.075,67.2727272727273,3.37277809477236,0.532969952389238,7,33,0.175,67.2727272727273,0.577777777777778,3,38,0.0731707317073171,70.9615384615385,3.37277809477236,0.522842240650058,7,34,0.170731707317073,70.9615384615385,0.571428571428571,3,66,0.0434782608695652,120.75,3.37277809477236,0.34224665342053,15,54,0.217391304347826,120.75
"292",67006795,"67006795-2012-10-09",20,40,"2012-10-09","HA1",2012,"M","Adult",4844.44444444444,1,0,0,1,0,12,0,12,0,0,1,11,0.0833333333333333,12,1,0,16,0,16,0,0,2,14,0.125,16,1,0,20,0,20,0,0,2,18,0.1,20,1,3,26,0.103448275862069,29,3.92148855494283,0.995490956064536,3,26,0.103448275862069,29,1,3,35,0.0789473684210526,38,3.92148855494283,0.833772874228448,6,32,0.157894736842105,38,1,3,37,0.075,40,3.92148855494283,0.805085664220046,6,34,0.15,40,0.96551724137931,4,42,0.0869565217391304,47.6428571428571,4.47705864483267,1.06152368829789,6,40,0.130434782608696,47.6428571428571,0.918918918918919,7,47,0.12962962962963,58.7647058823529,4.65840368265741,1.0765660335236,8,46,0.148148148148148,58.7647058823529,0.888888888888889,8,47,0.145454545454545,61.875,5.12062160795437,1.39281586324787,8,47,0.145454545454545,61.875,0.877551020408163,12,66,0.153846153846154,88.8837209302326,5.24827789975683,1.23143222986072,13,65,0.166666666666667,88.8837209302326
"293",79630010,"79630010-2012-10-09",20,60,"2012-10-09","HA1",2012,"F","Adult",0,0,0,0,1,0,7,0,7,0,0,1,6,0.142857142857143,7,1,0,11,0,11,0,0,1,10,0.0909090909090909,11,1,0,17,0,17,0,0,4,13,0.235294117647059,17,1,1,29,0.0333333333333333,30,2.79634280824789,0.413975797776073,6,24,0.2,30,1,2,34,0.0555555555555556,36,3.33752324299727,0.561983162332802,6,30,0.166666666666667,36,1,3,37,0.075,40,3.41871876995328,0.552882795670544,7,33,0.175,40,0.96551724137931,4,44,0.0833333333333333,49.7142857142857,3.45126846028557,0.492411808513529,8,40,0.166666666666667,49.7142857142857,0.918918918918919,6,48,0.111111111111111,58.7647058823529,4.07930667826219,0.730447222253515,10,44,0.185185185185185,58.7647058823529,0.888888888888889,6,52,0.103448275862069,65.25,4.07930667826219,0.694047440911929,11,47,0.189655172413793,65.25,0.877551020408163,11,80,0.120879120879121,103.697674418605,5.20827409843655,1.09779997498473,19,72,0.208791208791209,103.697674418605
"294",67089554,"67089554-2012-10-09",30,60,"2012-10-09","HA1",2012,"F","Adult",0,0,0,0,1,0,6,0,6,0,0,3,3,0.5,6,1,0,11,0,11,0,0,3,8,0.272727272727273,11,1,1,16,0.0588235294117647,17,1.21815743931789,0.131077403662956,4,13,0.235294117647059,17,1,1,24,0.04,25,1.21815743931789,0.0909717782057266,5,20,0.2,25,1,2,28,0.0666666666666667,30,1.78255977232963,0.152579587595217,6,24,0.2,30,1,2,33,0.0571428571428571,35,1.78255977232963,0.132156821961356,8,27,0.228571428571429,35,1,4,42,0.0869565217391304,46,3.83578258370435,0.685834314547081,10,36,0.217391304347826,46,1,8,50,0.137931034482759,58,5.06623591726074,1.31287193473251,11,47,0.189655172413793,58,1,8,58,0.121212121212121,66,5.06623591726074,1.22009803750499,15,51,0.227272727272727,66,0.979591836734694,14,90,0.134615384615385,106.166666666667,5.28783837484716,1.0624374133393,24,80,0.230769230769231,106.166666666667
"295",79769626,"79769626-2012-10-09",40,80,"2012-10-09","HA1",2012,"F","Adult",16933.3333333333,1,0,0,1,1,2,0.333333333333333,3,1.27091228700104,0.617723418742703,1,2,0.333333333333333,3,1,1,3,0.25,4,1.27091228700104,0.495321437230025,1,3,0.25,4,1,1,10,0.0909090909090909,11,1.27091228700104,0.209531512930282,4,7,0.363636363636364,11,1,2,22,0.0833333333333333,24,1.78255977232963,0.18734554543843,9,15,0.375,24,1,2,30,0.0625,32,1.78255977232963,0.143695904651984,13,19,0.40625,32,1,2,34,0.0555555555555556,36,1.78255977232963,0.128712106188574,14,22,0.388888888888889,36,0.96551724137931,3,46,0.0612244897959184,50.75,1.9394832485828,0.114697208276394,15,34,0.306122448979592,50.75,0.918918918918919,3,53,0.0535714285714286,60.9411764705882,1.9394832485828,0.101059141562904,17,39,0.303571428571429,60.9411764705882,0.888888888888889,4,57,0.0655737704918033,68.625,2.92958509054726,0.2550216334562,17,44,0.278688524590164,68.625,0.877551020408163,9,81,0.1,102.558139534884,4.8956966403109,0.906074834071082,23,67,0.255555555555556,102.558139534884
"300",79639272,"79639272-2012-10-10",0,90,"2012-10-10","HA1",2012,"M","Adult",444.444444444444,1,0,0,1,2,11,0.153846153846154,13,2.62284133624408,0.684448180365076,2,11,0.153846153846154,13,0.8,2,16,0.111111111111111,22.5,2.62284133624408,0.536324639335946,4,14,0.222222222222222,22.5,0.666666666666667,2,21,0.0869565217391304,34.5,2.62284133624408,0.441749711663825,5,18,0.217391304347826,34.5,0.615384615384615,2,26,0.0714285714285714,45.5,2.62284133624408,0.375859902390651,5,23,0.178571428571429,45.5,0.523809523809524,2,27,0.0689655172413793,55.3636363636364,2.62284133624408,0.364997621921855,5,24,0.172413793103448,55.3636363636364,0.48,2,29,0.0645161290322581,64.5833333333333,2.62284133624408,0.345071262311052,5,26,0.161290322580645,64.5833333333333,0.482758620689655,2,36,0.0526315789473684,78.7142857142857,2.62284133624408,0.289814144531529,8,30,0.210526315789474,78.7142857142857,0.459459459459459,2,38,0.05,87.0588235294118,2.62284133624408,0.27715448054135,8,32,0.2,87.0588235294118,0.422222222222222,3,40,0.0697674418604651,101.842105263158,3.37277809477236,0.503722628423973,10,33,0.232558139534884,101.842105263158,0.428571428571429,3,57,0.05,140,3.37277809477236,0.38480223004249,15,45,0.25,140
"303",79778567,"79778567-2012-10-10",10,0,"2012-10-10","HA1",2012,"F","Adult",0,0,0,0,1,0,4,0,4,0,0,0,4,0,4,0.8,0,8,0,10,0,0,0,8,0,10,0.666666666666667,1,13,0.0714285714285714,21,2.31163492851396,0.500381664604907,0,14,0,21,0.615384615384615,1,18,0.0526315789473684,30.875,2.31163492851396,0.391007024932934,1,18,0.0526315789473684,30.875,0.523809523809524,1,19,0.05,38.1818181818182,2.31163492851396,0.374693449441411,1,19,0.05,38.1818181818182,0.48,1,21,0.0454545454545455,45.8333333333333,2.31163492851396,0.345873010905919,1,21,0.0454545454545455,45.8333333333333,0.482758620689655,2,25,0.0740740740740741,55.9285714285714,3.34189763938086,0.698184974589903,2,25,0.0740740740740741,55.9285714285714,0.459459459459459,2,28,0.0666666666666667,65.2941176470588,3.34189763938086,0.646627164925053,3,27,0.1,65.2941176470588,0.422222222222222,2,31,0.0606060606060606,78.1578947368421,3.34189763938086,0.602372155921012,5,28,0.151515151515152,78.1578947368421,0.428571428571429,6,41,0.127659574468085,109.666666666667,4.66234262891033,1.17296840581141,7,40,0.148936170212766,109.666666666667
"304",79785369,"79785369-2012-10-10",30,10,"2012-10-10","HA1",2012,"M","NotAdult",0,0,0,0,1,1,6,0.142857142857143,7,2.9539628606777,1.28021208433366,1,6,0.142857142857143,7,1,1,8,0.111111111111111,9,2.9539628606777,1.1053237232561,1,8,0.111111111111111,9,1,1,11,0.0833333333333333,12,2.9539628606777,0.922333046330118,2,10,0.166666666666667,12,0.923076923076923,5,18,0.217391304347826,24.9166666666667,4.22513651577173,1.36857125654628,4,19,0.173913043478261,24.9166666666667,0.857142857142857,6,20,0.230769230769231,30.3333333333333,4.66234262891033,1.61621366190779,4,22,0.153846153846154,30.3333333333333,0.8,6,27,0.181818181818182,41.25,4.66234262891033,1.4299040183778,4,29,0.121212121212121,41.25,0.793103448275862,7,38,0.155555555555556,56.7391304347826,4.68567898549015,1.21974010050867,7,38,0.155555555555556,56.7391304347826,0.783783783783784,7,41,0.145833333333333,61.2413793103448,4.68567898549015,1.17469742151327,7,41,0.145833333333333,61.2413793103448,0.733333333333333,7,42,0.142857142857143,66.8181818181818,4.68567898549015,1.16049318951944,7,42,0.142857142857143,66.8181818181818,0.714285714285714,10,58,0.147058823529412,95.2,5.25598607740765,1.33620171566525,11,57,0.161764705882353,95.2
"305",79639272,"79639272-2012-10-23",0,80,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,1,10,0.0909090909090909,11,2.54668400948424,0.727316076175193,1,10,0.0909090909090909,11,0.8,2,14,0.125,20,2.62284133624408,0.586911521397042,1,15,0.0625,20,0.666666666666667,3,16,0.157894736842105,28.5,2.94643513222087,0.66750448275179,1,18,0.0526315789473684,28.5,0.692307692307692,3,22,0.12,36.1111111111111,2.94643513222087,0.543206803324319,2,23,0.08,36.1111111111111,0.619047619047619,3,24,0.111111111111111,43.6153846153846,2.94643513222087,0.511668930020867,2,25,0.0740740740740741,43.6153846153846,0.6,4,24,0.142857142857143,46.6666666666667,3.53871274938608,0.785573012613651,2,26,0.0714285714285714,46.6666666666667,0.586206896551724,4,24,0.142857142857143,47.7647058823529,3.53871274938608,0.785573012613651,2,26,0.0714285714285714,47.7647058823529,0.540540540540541,4,31,0.114285714285714,64.75,3.53871274938608,0.670354828132498,5,30,0.142857142857143,64.75,0.511111111111111,4,36,0.1,78.2608695652174,3.53871274938608,0.607352065966059,6,34,0.15,78.2608695652174,0.510204081632653,4,51,0.0727272727272727,107.8,3.53871274938608,0.474794183601739,12,43,0.218181818181818,107.8
"307",66843623,"66843623-2012-10-24",100,70,"2012-10-24","HA1",2012,"M","Adult",0,0,0,0,1,1,10,0.0909090909090909,11,2.93267413758686,0.961708211564949,1,10,0.0909090909090909,11,0.8,1,17,0.0555555555555556,22.5,2.93267413758686,0.686955210312025,3,15,0.166666666666667,22.5,0.666666666666667,1,24,0.04,37.5,2.93267413758686,0.537142932083365,5,20,0.2,37.5,0.692307692307692,3,27,0.1,43.3333333333333,3.716005083932,0.848723631436074,6,24,0.2,43.3333333333333,0.619047619047619,3,29,0.09375,51.6923076923077,3.716005083932,0.812316409950911,6,26,0.1875,51.6923076923077,0.6,3,38,0.0731707317073171,68.3333333333333,3.716005083932,0.682109355033075,8,33,0.195121951219512,68.3333333333333,0.620689655172414,3,44,0.0638297872340425,75.7222222222222,3.716005083932,0.616907848807015,10,37,0.212765957446809,75.7222222222222,0.594594594594595,3,56,0.0508474576271186,99.2272727272727,3.716005083932,0.518590737651981,13,46,0.220338983050847,99.2272727272727,0.577777777777778,5,60,0.0769230769230769,112.5,3.98532138161011,0.594622884433496,15,50,0.230769230769231,112.5,0.571428571428571,9,79,0.102272727272727,154,5.17940933762749,1.10079887903201,23,65,0.261363636363636,154
"308",79776883,"79776883-2012-10-24",100,90,"2012-10-24","HA1",2012,"M","Adult",0,0,0,0,1,1,9,0.1,10,2.30146086578177,0.641262345190934,1,9,0.1,10,0.8,1,13,0.0714285714285714,17.5,2.30146086578177,0.495948247164173,2,12,0.142857142857143,17.5,0.666666666666667,1,17,0.0555555555555556,27,2.30146086578177,0.405048875011624,3,15,0.166666666666667,27,0.615384615384615,2,22,0.0833333333333333,39,3.32383176431409,0.749183681710434,3,21,0.125,39,0.523809523809524,2,23,0.08,47.7272727272727,3.32383176431409,0.727868204948745,4,21,0.16,47.7272727272727,0.48,2,32,0.0588235294117647,70.8333333333333,3.32383176431409,0.580678813917517,6,28,0.176470588235294,70.8333333333333,0.482758620689655,2,40,0.0476190476190476,87,3.32383176431409,0.493047697652267,9,33,0.214285714285714,87,0.459459459459459,2,43,0.0444444444444444,97.9411764705882,3.32383176431409,0.466755886349162,10,35,0.222222222222222,97.9411764705882,0.422222222222222,2,46,0.0416666666666667,113.684210526316,3.32383176431409,0.44316947216796,10,38,0.208333333333333,113.684210526316,0.428571428571429,4,67,0.0563380281690141,165.666666666667,3.77969267087328,0.471785296931763,20,51,0.28169014084507,165.666666666667
"309",79792581,"79792581-2012-10-24",90,40,"2012-10-24","HA1",2012,"F","Adult",0,0,0,0,1,2,11,0.153846153846154,13,4.21459369037368,1.81290190580186,2,11,0.153846153846154,13,1,3,15,0.166666666666667,18,4.35242616489759,1.65999019159693,2,16,0.111111111111111,18,1,4,22,0.153846153846154,26,4.42648380497398,1.42991381682109,4,22,0.153846153846154,26,0.923076923076923,5,32,0.135135135135135,40.0833333333333,4.45593691493533,1.19422394571319,5,32,0.135135135135135,40.0833333333333,0.857142857142857,5,37,0.119047619047619,49,4.45593691493533,1.1075941790258,7,35,0.166666666666667,49,0.8,7,43,0.14,62.5,5.11130336554262,1.45808662583918,9,41,0.18,62.5,0.793103448275862,8,50,0.137931034482759,73.1304347826087,5.12725078236479,1.35811255904761,13,45,0.224137931034483,73.1304347826087,0.783783783783784,10,58,0.147058823529412,86.7586206896552,5.1670743104701,1.27108533382094,16,52,0.235294117647059,86.7586206896552,0.733333333333333,10,60,0.142857142857143,95.4545454545455,5.1670743104701,1.25031473907784,17,53,0.242857142857143,95.4545454545455,0.73469387755102,15,79,0.159574468085106,127.944444444444,5.29197979882834,1.13255619634634,24,70,0.25531914893617,127.944444444444
"310",67075638,"67075638-2012-10-24",70,60,"2012-10-24","HA1",2012,"F","NotAdult",466.666666666667,1,0,0,1,0,9,0,9,0,0,5,4,0.555555555555556,9,1,1,14,0.0666666666666667,15,1.3090630131839,0.165667121888817,8,7,0.533333333333333,15,1,3,21,0.125,24,2.48938032275609,0.378830317538913,12,12,0.5,24,1,6,30,0.166666666666667,36,4.65526184983367,1.35909976767911,16,20,0.444444444444444,36,1,6,34,0.15,40,4.65526184983367,1.28188302286739,17,23,0.425,40,1,7,45,0.134615384615385,52,4.67876209904005,1.11537325630742,20,32,0.384615384615385,52,1,7,55,0.112903225806452,62,4.67876209904005,1.00061258715698,21,41,0.338709677419355,62,1,9,70,0.113924050632911,79,5.13555631252101,1.14381492755816,23,56,0.291139240506329,79,1,9,78,0.103448275862069,87,5.13555631252101,1.079108546544,26,61,0.298850574712644,87,0.979591836734694,14,115,0.108527131782946,131.6875,5.37438296012975,0.980267088921422,33,96,0.255813953488372,131.6875
"314",79770053,"79770053-2012-10-25",10,20,"2012-10-25","HA1",2012,"M","Adult",11.7647058823529,1,0,0,1,1,14,0.0666666666666667,15,2.31163492851396,0.473784352085642,1,14,0.0666666666666667,15,1,4,25,0.137931034482759,29,3.13652806487723,0.564996180667634,2,27,0.0689655172413793,29,1,4,28,0.125,32,3.13652806487723,0.523688617514792,2,30,0.0625,32,0.923076923076923,6,38,0.136363636363636,47.6666666666667,3.71647100503592,0.648043172828954,4,40,0.0909090909090909,47.6666666666667,0.857142857142857,6,45,0.117647058823529,59.5,3.71647100503592,0.580341029169301,4,47,0.0784313725490196,59.5,0.8,6,47,0.113207547169811,66.25,3.71647100503592,0.563586642079625,5,48,0.0943396226415094,66.25,0.758620689655172,9,48,0.157894736842105,75.1363636363636,4.60201985373245,1.00478643788208,6,51,0.105263157894737,75.1363636363636,0.702702702702703,9,50,0.152542372881356,83.9615384615385,4.60201985373245,0.983064861181266,6,53,0.101694915254237,83.9615384615385,0.644444444444444,10,52,0.161290322580645,96.2068965517241,4.64136191720585,0.97690298159685,6,56,0.0967741935483871,96.2068965517241,0.63265306122449,14,72,0.162790697674419,135.935483870968,4.81207932478873,0.883128675349021,9,77,0.104651162790698,135.935483870968
"316",79772013,"79772013-2012-10-25",30,50,"2012-10-25","HA1",2012,"M","Adult",0,0,1,52.2727272727273,1,0,9,0,9,0,0,1,8,0.111111111111111,9,1,0,16,0,16,0,0,4,12,0.25,16,1,0,17,0,17,0,0,4,13,0.235294117647059,17,1,3,25,0.107142857142857,28,3.53407496582926,0.782976545407709,6,22,0.214285714285714,28,1,4,30,0.117647058823529,34,3.64046252345163,0.737859843685481,6,28,0.176470588235294,34,1,5,32,0.135135135135135,37,3.97957089174746,0.883254504331993,6,31,0.162162162162162,37,1,8,48,0.142857142857143,56,4.85531681919613,1.18643438970223,12,44,0.214285714285714,56,1,11,66,0.142857142857143,77,4.97130512319435,1.05079884244287,15,62,0.194805194805195,77,1,11,72,0.132530120481928,83,4.97130512319435,1.00264519117842,16,67,0.192771084337349,83,0.979591836734694,21,128,0.140939597315436,152.104166666667,5.30840072074775,0.854063624171527,31,118,0.208053691275168,152.104166666667
"319",79790568,"79790568-2012-10-23",100,90,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,1,7,0.125,8,2.30146086578177,0.753110645327503,1,7,0.125,8,0.8,1,11,0.0833333333333333,15,2.30146086578177,0.559080599268648,2,10,0.166666666666667,15,0.666666666666667,1,15,0.0625,24,2.30146086578177,0.445837563398552,3,13,0.1875,24,0.615384615384615,2,20,0.0909090909090909,35.75,3.32383176431409,0.796002005970162,3,19,0.136363636363636,35.75,0.523809523809524,2,21,0.0869565217391304,43.9090909090909,3.32383176431409,0.771848691359105,4,19,0.173913043478261,43.9090909090909,0.48,2,29,0.0645161290322581,64.5833333333333,3.32383176431409,0.622422542389771,6,25,0.193548387096774,64.5833333333333,0.482758620689655,2,36,0.0526315789473684,78.7142857142857,3.32383176431409,0.533202980391389,9,29,0.236842105263158,78.7142857142857,0.459459459459459,2,39,0.0487804878048781,89.2352941176471,3.32383176431409,0.502496522998331,10,31,0.24390243902439,89.2352941176471,0.422222222222222,2,42,0.0454545454545455,104.210526315789,3.32383176431409,0.475196681958141,10,34,0.227272727272727,104.210526315789,0.428571428571429,4,62,0.0606060606060606,154,3.77969267087328,0.499880285669486,20,46,0.303030303030303,154
